Gene Name	Young -Dox	Young +Dox	Sen -Dox	Sen +Dox
NR5A2	5.63	3.24	33.06	10.84
NR5A2	5.63	3.24	33.06	10.84
NR5A2	5.63	3.24	33.06	10.84
NR5A2	5.63	3.24	33.06	10.84
NR5A2	5.63	2.43	26.7	10.84
LINC00862	0.8	2.43	10.17	128.99
ZNF281	41.05	36.47	29.88	84.55
KIF14	7.24	4.86	12.72	6.5
DDX59	17.71	25.13	43.23	56.36
CAMSAP2	33.8	31.61	80.11	113.81
GPR25	0	0	0	0
C1orf106	0.8	0	0	1.08
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
KIF21B	1.61	0.81	20.34	2.17
CACNA1S	1.61	2.43	4.45	4.34
TMEM9	675.27	768.36	657.37	703.46
IGFN1	0	0	1.27	1.08
PKP1	0.8	0	1.91	0
TNNT2	0	0	76.93	16.26
TNNT2	0	0	76.93	16.26
TNNT2	0	0	76.93	16.26
LAD1	1.61	0.81	66.12	0
TNNI1	0.8	0	6.36	0
PHLDA3	2785.61	2697.38	2642.85	2332.6
PHLDA3	2785.61	2697.38	2642.85	2332.6
CSRP1	2384.79	3214.48	2121.53	5559.43
RPS10P7	149.7	141.84	119.52	95.38
NAV1	877.29	814.56	2305.9	1678.99
NAV1	877.29	814.56	2305.9	1678.99
IPO9	680.91	654.08	675.18	665.53
SHISA4	598.81	624.09	562.65	512.69
LMOD1	935.24	1241.7	969.53	1257.35
TIMM17A	164.19	173.45	199.63	467.17
RNPEP	1087.36	1121.75	1076.97	1012.38
ELF3	0	2.43	165.3	1.08
GPR37L1	1.61	0	36.87	2.17
ARL8A	833.03	750.53	821.4	898.57
PTPN7	0	0	15.26	0
PTPRVP	0.8	2.43	10.81	0
LGR6	0.8	0.81	10.17	4.34
LGR6	0.8	0.81	10.17	4.34
UBE2T	35.41	59.98	42.6	30.35
PPP1R12B	1876.92	1792.04	1602.75	1014.55
PPP1R12B	1470.47	1365.71	1194.59	689.37
SYT2	0.8	2.43	8.26	2.17
KDM5B	642.28	623.28	636.39	794.51
LOC641515	0	0	0	0
LOC148709	6.44	5.67	12.08	14.09
LOC148709	6.44	5.67	12.08	14.09
LOC148709	6.44	5.67	12.08	14.09
RABIF	126.36	136.98	152.58	156.08
KLHL12	174.65	208.3	210.44	248.22
ADIPOR1	680.1	763.5	858.91	1261.68
ADIPOR1	680.1	763.5	858.91	1261.68
CYB5R1	450.72	468.47	545.48	666.61
TMEM183B	274.46	317.72	301.99	289.41
TMEM183B	274.46	317.72	301.99	289.41
TMEM183B	274.46	317.72	301.99	289.41
PPFIA4	8.05	14.59	221.24	28.18
PPFIA4	8.05	14.59	221.24	28.18
MYOG	0	0	6.36	0
ADORA1	45.07	103.75	151.31	73.71
MYBPH	0.8	5.67	21.62	0
CHI3L1	42.66	42.15	54.04	0
CHI3L1	42.66	42.15	54.04	0
CHI3L1	42.66	42.15	54.04	0
CHIT1	0.8	0.81	1.91	0
CHIT1	0.8	0.81	1.91	0
LOC730227	0	0.81	0	0
LOC730227	0	0.81	0	0
BTG2	304.24	397.96	387.81	304.58
FMOD	2403.3	4170.88	4219.53	1240
PRELP	6877.49	4841.17	6246.33	2448.58
OPTC	0.8	0.81	0.64	4.34
SNORA77	1713.54	1890.92	2038.24	3671.24
LAX1	0	1.62	1.27	4.34
ZBED6	189.95	275.57	233.32	368.53
SNRPE	148.9	161.29	158.94	153.92
LINC00303	0.8	0.81	1.27	1.08
SOX13	128.78	144.27	155.76	92.13
ETNK2	161.78	278.82	233.32	192.94
ETNK2	161.78	278.82	233.32	192.94
REN	1.61	4.05	6.36	5.42
KISS1	0.8	21.07	17.17	71.54
GOLT1A	0.8	0	49.59	0
GOLT1A	0.8	0	49.59	0
PLEKHA6	316.31	561.68	358.57	305.67
PLEKHA6	316.31	561.68	358.57	305.67
PPP1R15B	201.21	265.85	208.53	294.83
PIK3C2B	75.66	88.35	59.76	69.37
PIK3C2B	75.66	88.35	59.76	69.37
LRRN2	7.24	4.05	18.44	9.76
LRRN2	7.24	4.05	18.44	9.76
LRRN2	7.24	4.05	18.44	9.76
NFASC	111.07	116.71	112.53	263.39
NFASC	397.6	479.82	405.61	1047.07
NFASC	397.6	479.82	405.61	1047.07
CNTN2	0.8	0.81	6.36	2.17
CNTN2	0.8	0.81	6.36	2.17
TMEM81	8.85	6.48	8.9	10.84
RBBP5	141.65	148.32	129.06	173.43
DSTYK	259.16	269.9	228.24	368.53
DSTYK	259.16	269.9	228.24	368.53
TMCC2	127.97	124.01	136.05	225.46
TMCC2	127.97	124.01	136.05	225.46
NUAK2	72.44	95.64	81.38	87.8
NUAK2	72.44	95.64	81.38	87.8
KLHDC8A	103.02	94.83	83.28	78.04
LEMD1	1.61	1.62	5.09	1.08
LEMD1	1.61	1.62	5.09	1.08
LEMD1	1.61	1.62	5.09	1.08
MIR135B	0	0	0	0
CDK18	19.32	25.94	38.78	13.01
LOC284578	0	0	0	0
MFSD4	1.61	3.24	10.17	2.17
MFSD4	1.61	3.24	10.17	2.17
MFSD4	1.61	3.24	10.17	2.17
ELK4	514.3	466.04	478.73	428.15
SLC45A3	17.71	17.83	19.71	30.35
NUCKS1	937.66	1087.7	850.64	1494.73
RAB7L1	371.04	334.74	398.62	427.06
SLC41A1	550.52	598.97	579.81	750.07
SLC41A1	550.52	598.97	579.81	750.07
PM20D1	0.8	0	6.99	1.08
LOC284581	18.51	23.5	62.94	32.52
LOC284581	18.51	23.5	62.94	32.52
SLC26A9	0	0	1.27	1.08
FAM72A	4.02	4.86	4.45	3.25
AVPR1B	0	0	0	0
C1orf186	1.61	0.81	3.81	4.34
CTSE	0	0	0	1.08
SRGAP2D	61.97	56.74	78.83	46.61
IKBKE	172.24	259.36	172.93	98.64
IKBKE	172.24	259.36	172.93	98.64
EIF2D	585.13	692.99	538.49	382.62
DYRK3	125.56	98.88	139.23	143.08
DYRK3	125.56	98.88	139.23	143.08
MAPKAPK2	2697.88	2841.65	2295.72	2075.71
IL10	0.8	0	0.64	0
IL19	4.83	2.43	4.45	1.08
IL20	0	0	0	0
FAIM3	421.74	415.79	350.3	192.94
FAIM3	421.74	415.79	350.3	192.94
PIGR	0.8	0	0.64	0
FCAMR	0	0	0	0
C1orf116	0	0	0.64	30.35
YOD1	10.46	12.16	10.17	47.69
PFKFB2	67.61	45.39	72.48	112.73
C4BPB	0.8	0.81	1.27	1.08
C4BPA	2.41	0	3.18	1.08
CD55	226.16	169.4	176.74	244.97
CD55	226.16	169.4	176.74	244.97
CR2	0	0	1.27	0
CR1	1.61	3.24	3.81	1.08
CR1L	2.41	4.05	5.72	18.43
CD46	193.17	251.26	233.96	410.81
LOC148696	1.61	0	0.64	0
LOC148696	1.61	0	0.64	0
CD34	22.54	60.79	45.77	15.17
CD34	22.54	60.79	45.77	15.17
CD34	22.54	60.79	45.77	15.17
PLXNA2	114.29	171.02	131.6	98.64
MIR205	0	0	0	0
CAMK1G	2.41	4.86	3.18	0
MIR4260	68.41	56.74	78.2	44.44
G0S2	3.22	0.81	1.91	4.34
HSD11B1	3.22	0	3.18	1.08
TRAF3IP3	4.83	7.29	4.45	11.92
TRAF3IP3	4.83	7.29	4.45	11.92
IRF6	2.41	0	1.91	2.17
DIEXF	70.83	79.43	89.01	141.99
SYT14	10.46	12.97	6.36	32.52
SYT14	10.46	12.97	6.36	32.52
SERTAD4	89.34	132.11	59.13	109.48
SERTAD4	89.34	132.11	59.13	109.48
HHAT	57.95	81.05	108.71	140.91
KCNH1	127.17	78.62	180.56	435.74
RCOR3	89.34	114.28	119.52	158.25
RCOR3	53.12	65.65	78.2	72.62
RCOR3	89.34	114.28	119.52	158.25
RCOR3	78.07	98.88	103.63	130.07
RCOR3	78.07	98.88	103.63	130.07
TRAF5	33.8	49.44	46.41	66.12
LINC00467	5.63	11.35	15.89	49.86
RD3	0	0	1.27	0
SLC30A1	45.07	68.08	53.4	115.98
NEK2	103.02	65.65	83.92	67.2
NEK2	10.46	7.29	6.36	5.42
LPGAT1	82.1	128.06	106.81	259.06
DTL	48.29	56.74	64.21	40.11
DTL	48.29	56.74	64.21	40.11
MIR3122	342.87	333.93	277.83	235.21
MIR3122	342.87	333.93	277.83	235.21
PPP2R5A	336.43	341.22	259.39	196.19
TMEM206	38.63	38.09	34.33	78.04
NENF	738.86	787.82	722.86	521.37
ATF3	32.19	38.9	31.79	79.13
ATF3	32.19	38.9	31.79	79.13
FAM71A	0	0	0	0
BATF3	23.34	27.56	24.16	8.67
NSL1	60.36	58.36	63.58	93.22
TATDN3	22.54	24.32	41.32	40.11
C1orf227	1.61	3.24	2.54	2.17
FLVCR1-AS1	11.27	10.54	11.44	15.17
FLVCR1	19.32	8.92	29.24	19.51
VASH2	4.02	3.24	11.44	4.34
VASH2	4.02	3.24	11.44	4.34
ANGEL2	86.12	101.31	92.18	101.89
RPS6KC1	27.37	28.37	41.32	57.45
RPS6KC1	27.37	28.37	41.32	57.45
LINC00538	0	0	0	0
PROX1	0.8	1.62	0.64	2.17
SMYD2	124.75	145.08	127.15	260.14
SMYD2	124.75	145.08	127.15	260.14
PTPN14	591.57	574.65	500.98	1008.05
CENPF	134.41	112.66	120.16	63.95
MIR548F3	156.14	90.78	68.03	20.59
KCTD3	74.85	103.75	139.87	125.73
USH2A	16.1	7.29	22.25	8.67
ESRRG	12.07	11.35	13.35	8.67
GPATCH2	13.68	11.35	168.48	39.02
SPATA17	413.7	462.8	387.81	428.15
RRP15	31.39	28.37	62.94	73.71
LOC728463	8.85	9.73	27.34	462.83
LOC643723	1.61	0.81	1.91	1.08
LYPLAL1	20.12	28.37	102.36	53.11
EPRS	379.89	422.28	327.42	766.33
EPRS	379.89	422.28	327.42	766.33
EPRS	379.89	422.28	327.42	766.33
EPRS	379.89	422.28	327.42	766.33
EPRS	379.89	422.28	327.42	766.33
EPRS	112.68	130.49	85.83	338.18
EPRS	112.68	130.49	85.83	338.18
SNORA36B	1109.9	1317.08	1001.96	1784.13
SNORA36B	1109.9	1317.08	1001.96	1784.13
SNORA36B	1109.9	1317.08	1001.96	1784.13
MARK1	139.24	183.18	138.6	168.01
MARK1	139.24	183.18	138.6	168.01
C1orf115	187.53	213.16	151.31	47.69
2-Mar	55.54	73.76	56.58	48.78
1-Mar	6.44	3.24	10.81	2.17
1-Mar	6.44	3.24	10.81	2.17
HLX	115.9	170.21	99.18	285.07
C1orf140	0.8	0	0	0
DUSP10	111.07	112.66	87.73	31.43
HHIPL2	0	0	2.54	2.17
TAF1A	12.07	13.78	15.26	13.01
MIA3	300.21	346.09	296.9	326.26
AIDA	115.09	158.05	113.8	211.36
AIDA	115.09	158.05	113.8	211.36
BROX	16.9	25.13	31.79	65.04
BROX	16.9	25.13	31.79	65.04
FAM177B	46.68	31.61	53.4	33.6
FAM177B	46.68	31.61	53.4	33.6
DISP1	59.56	49.44	69.3	76.96
TLR5	0	3.24	6.99	1.08
SUSD4	3.22	1.62	17.17	2.17
C1orf65	0	0	0	0
CAPN8	45.07	45.39	31.79	32.52
CAPN2	1883.36	2099.22	1680.95	2155.92
TP53BP2	160.97	168.59	125.88	181.01
FBXO28	74.85	91.59	91.55	184.27
FBXO28	74.85	91.59	91.55	184.27
FBXO28	74.85	91.59	91.55	184.27
FBXO28	74.85	91.59	91.55	184.27
FBXO28	74.85	91.59	91.55	184.27
DEGS1	1142.09	1380.3	1317.93	1359.24
MIR320B2	67.61	75.38	67.39	96.47
CNIH4	243.07	278.82	228.87	262.31
CNIH4	243.07	278.82	228.87	262.31
MIR4742	350.92	394.72	319.15	633.01
MIR4742	350.92	394.72	319.15	633.01
MIR4742	350.92	394.72	319.15	633.01
MIR4742	350.92	394.72	319.15	633.01
CNIH3	144.87	74.57	69.93	34.69
DNAH14	10.46	12.97	68.66	23.85
DNAH14	10.46	12.97	68.66	23.85
DNAH14	10.46	12.97	68.66	23.85
LBR	117.51	149.13	102.36	71.54
ENAH	75.66	124.01	116.98	425.98
SRP9	261.58	285.3	268.93	440.07
SRP9	261.58	285.3	268.93	440.07
SRP9	261.58	285.3	268.93	440.07
SRP9	261.58	285.3	268.93	440.07
SRP9	261.58	285.3	268.93	440.07
TMEM63A	504.64	406.88	464.1	343.6
TMEM63A	504.64	406.88	464.1	343.6
LEFTY1	0.8	0.81	1.91	0
PYCR2	574.67	678.4	558.83	709.97
LEFTY2	0	0	0	1.08
SDE2	97.39	118.33	102.36	200.53
H3F3AP4	552.94	651.65	502.89	466.09
H3F3AP4	552.94	651.65	502.89	466.09
H3F3AP4	552.94	651.65	502.89	466.09
ACBD3	130.39	162.1	143.05	359.86
MIXL1	0	0.81	0	0
LIN9	6.44	8.92	12.72	14.09
PARP1	506.25	651.65	443.76	327.34
C1orf95	11.27	8.11	9.54	4.34
C1orf95	11.27	8.11	9.54	4.34
ITPKB	1365.04	672.72	1111.31	300.25
PSEN2	437.84	367.97	454.57	239.55
ADCK3	245.48	235.86	226.97	109.48
CDC42BPA	96.58	176.69	128.42	325.18
CDC42BPA	96.58	176.69	128.42	325.18
CDC42BPA	96.58	176.69	128.42	325.18
ZNF678	2.41	4.86	20.34	6.5
LOC100130093	258.36	272.33	234.59	216.78
LOC100130093	258.36	272.33	234.59	216.78
JMJD4	346.09	390.67	313.43	329.51
PRSS38	0	1.62	1.27	1.08
MIR5008	26.56	21.07	29.24	14.09
WNT3A	0.8	1.62	4.45	0
MIR3620	4722.09	5421.5	4461.75	4749.74
C1orf35	160.97	136.98	118.25	133.32
MRPL55	227.77	228.56	194.54	207.03
GUK1	1625.81	1469.45	1406.93	1678.99
GUK1	1625.81	1469.45	1406.93	1678.99
GJC2	77.27	57.55	44.5	60.7
IBA57	88.53	82.67	74.38	94.3
C1orf145	260.77	228.56	251.12	122.48
C1orf145	260.77	228.56	251.12	122.48
C1orf145	260.77	228.56	251.12	122.48
C1orf145	260.77	228.56	251.12	122.48
TRIM11	511.08	387.42	403.07	302.41
TRIM17	18.51	13.78	54.68	8.67
RNF187	3534.12	3235.55	2991.88	4567.64
RNF187	3534.12	3235.55	2991.88	4567.64
RHOU	4021.87	2948.63	4811.42	2801.93
RHOU	4021.87	2948.63	4811.42	2801.93
RHOU	4021.87	2948.63	4811.42	2801.93
RHOU	11.27	20.26	22.25	15.17
SPHAR	255.94	282.06	246.67	300.25
SPHAR	255.94	282.06	246.67	300.25
CCSAP	17.71	14.59	17.8	46.61
ACTA1	268.82	302.32	221.88	324.09
NUP133	75.66	95.64	83.92	164.76
NUP133	75.66	95.64	83.92	164.76
ABCB10	55.54	65.65	63.58	112.73
TAF5L	54.73	58.36	52.77	44.44
URB2	95.78	73.76	102.36	91.05
GALNT2	2156.21	2573.37	2150.14	2254.55
PGBD5	3.22	5.67	6.99	9.76
COG2	140.04	125.63	141.77	184.27
AGT	87.73	19.45	27.97	7.59
CAPN9	12.07	10.54	21.62	19.51
C1orf198	2457.23	2891.09	2511.88	4551.38
C1orf198	2478.96	2908.92	2532.23	4629.42
TTC13	45.88	47.82	48.32	93.22
TTC13	45.88	47.82	48.32	93.22
ARV1	31.39	46.2	57.22	91.05
MIR1182	282.5	275.57	274.65	170.18
LOC149373	9.66	3.24	16.53	6.5
GNPAT	25.76	21.07	26.07	34.69
C1orf131	163.39	168.59	159.58	251.47
C1orf131	163.39	168.59	159.58	251.47
EXOC8	28.97	45.39	44.5	79.13
SPRTN	22.54	31.61	34.33	56.36
EGLN1	222.14	253.69	174.83	436.82
EGLN1	222.14	253.69	174.83	436.82
LINC00582	77.27	102.93	97.27	178.85
DISC2	35.41	35.66	54.68	42.27
DISC2	35.41	35.66	54.68	42.27
DISC2	35.41	35.66	54.68	42.27
SIPA1L2	78.88	119.14	94.73	34.69
MAP10	0	1.62	0.64	2.17
NTPCR	165.8	196.95	198.36	174.51
PCNXL2	239.85	237.48	216.79	208.11
PCNXL2	239.85	237.48	216.79	208.11
PCNXL2	239.85	237.48	216.79	208.11
KIAA1804	2.41	2.43	16.53	4.34
MIR4427	22.54	38.9	58.49	126.82
MIR4671	11.27	10.54	12.72	19.51
MIR4671	11.27	10.54	12.72	19.51
COA6	64.39	65.65	61.67	52.03
TARBP1	49.9	34.85	56.58	66.12
LOC100506795	0.8	0	0.64	1.08
IRF2BP2	945.71	911.01	607.79	648.18
LINC00184	0	0	0	0
LOC100506810	0	0	0.64	0
LOC100506810	0	0	0.64	0
SNORA14B	518.33	560.87	495.89	673.11
SNORA14B	518.33	560.87	495.89	673.11
MIR4753	16.9	28.37	85.19	68.29
MIR4753	16.9	28.37	85.19	68.29
MIR4753	16.9	28.37	85.19	68.29
GGPS1	94.97	98.07	115.07	191.85
B3GALNT2	111.07	179.12	125.24	241.71
B3GALNT2	111.07	179.12	125.24	241.71
GNG4	4.02	5.67	11.44	6.5
GNG4	4.02	5.67	11.44	6.5
MIR1537	170.63	207.49	187.55	398.88
NID1	2390.42	2766.27	1921.9	1799.31
NID1	2390.42	2766.27	1921.9	1799.31
GPR137B	237.43	181.55	218.07	291.57
GPR137B	237.43	181.55	218.07	291.57
ERO1LB	12.88	26.75	36.87	28.18
ERO1LB	12.88	26.75	36.87	28.18
EDARADD	1467.25	1653.44	1254.35	1606.37
LGALS8-AS1	96.58	99.69	120.16	187.52
LGALS8-AS1	96.58	99.69	120.16	187.52
LGALS8-AS1	96.58	99.69	120.16	187.52
ACTN2	21.73	25.13	23.52	24.93
MTR	48.29	47.82	107.44	153.92
RYR2	491.77	517.92	2903.51	541.96
ZP4	724.37	829.15	480	1145.7
LOC339535	1.61	0.81	1.91	0
CHRM3	2.41	3.24	85.83	4.34
FMN2	946.51	1116.07	958.09	1310.46
GREM2	167.41	179.93	133.51	147.41
MIR3123	728.39	618.42	576.63	498.6
FH	189.95	222.89	239.68	352.27
CHML	107.85	162.91	168.48	544.13
CHML	5.63	9.73	5.09	28.18
CHML	5.63	9.73	5.09	28.18
WDR64	4.83	3.24	7.63	3.25
EXO1	13.68	18.64	6.36	5.42
MAP1LC3C	1.61	4.05	8.26	0
PLD5	70.02	80.24	69.3	58.53
LOC731275	16.1	12.16	26.07	11.92
CEP170	24.15	23.5	24.79	95.38
CEP170	24.15	23.5	24.79	95.38
MIR4677	48.29	67.27	96.64	106.22
MIR4677	48.29	67.27	96.64	106.22
MIR4677	48.29	67.27	96.64	106.22
AKT3	142.46	171.02	122.7	295.91
LOC339529	1.61	0.81	3.18	1.08
ZBTB18	69.22	92.4	44.5	78.04
ZBTB18	69.22	92.4	44.5	78.04
C1orf100	3.22	5.67	6.99	5.42
ADSS	115.09	112.66	122.7	223.29
C1orf101	3.22	1.62	10.17	5.42
DESI2	326.77	376.89	275.92	391.3
DESI2	326.77	376.89	275.92	391.3
DESI2	326.77	376.89	275.92	391.3
COX20	113.48	117.52	128.42	214.62
COX20	113.48	117.52	128.42	214.62
COX20	113.48	117.52	128.42	214.62
HNRNPU	849.93	958.83	748.29	1224.83
HNRNPU	849.93	958.83	748.29	1224.83
EFCAB2	26.56	20.26	40.05	31.43
KIF26B	676.88	531.69	630.67	239.55
SMYD3	116.7	116.71	406.25	195.11
TFB2M	59.56	56.74	51.5	82.38
CNST	78.88	104.56	137.96	238.46
CNST	34.61	45.39	75.02	89.97
SCCPDH	230.19	220.46	205.99	233.04
LOC149134	3.22	1.62	1.91	0
AHCTF1	9.66	14.59	41.32	23.85
AHCTF1	9.66	14.59	41.32	23.85
ZNF695	8.05	5.67	19.71	9.76
ZNF695	8.05	5.67	19.71	9.76
ZNF669	12.88	17.02	17.8	23.85
C1orf229	9.66	5.67	5.09	2.17
ZNF124	11.27	7.29	35.6	11.92
ZNF124	11.27	7.29	35.6	11.92
ZNF124	11.27	7.29	35.6	11.92
ZNF124	5.63	2.43	10.17	5.42
VN1R5	0	0	0	0
VN1R5	0	0	0	0
ZNF496	309.06	346.9	247.95	184.27
NLRP3	3.22	3.24	3.81	1.08
OR2B11	0	0	0	0
OR2W5	0	0	0	0
GCSAML-AS1	0	0	0.64	0
GCSAML-AS1	0	0	0.64	0
GCSAML-AS1	0	0	0.64	0
OR2G2	0	0	0	0
OR2G3	0	0	0	0
OR13G1	0	0	0	0
OR6F1	0	0	0	0
OR1C1	0	0	0	0
OR14A16	0	0	0	0
OR11L1	0	0	0	0
TRIM58	1.61	0.81	0.64	0
TRIM58	1.61	0.81	0.64	0
OR2T8	0	0	0	0
OR2L5	4.02	0	1.91	2.17
OR2L5	4.02	0	1.91	2.17
OR2L5	4.02	0	1.91	2.17
OR2L5	4.02	0	1.91	2.17
OR2L5	4.02	0	1.91	2.17
OR2L5	4.02	0	1.91	2.17
OR2M1P	0	0	0	0
OR2M5	0	0	0	0
OR2M2	0	0	0	0
OR2M3	0	0	0	0
OR2M4	0	0	0	0
OR2T33	0	0	0	0
OR2T12	0	0	0	0
OR2M7	0	0	0	0
OR14C36	0	0	0	0
OR2T4	0	0	0	0
OR2T6	0	0	0	0
OR2T1	0	0	0	0
OR2T2	0	0	0	0
OR2T3	0	0	0	0
OR2T5	0	0	0	0
OR2G6	0	0	0	0
OR2T29	0	0	0.64	0
OR2T34	0	0	0	0
OR2T10	0	0	0	0
OR2T11	0	0	0	0
OR2T35	0	0	0	0
OR2T27	0	0	0	0
OR14I1	0	0	0	0
SH3BP5L	627.79	737.56	565.19	1365.74
SH3BP5L	627.79	737.56	565.19	1365.74
ZNF672	338.04	323.39	300.71	274.23
ZNF692	108.66	105.37	102.99	86.71
ZNF692	108.66	105.37	102.99	86.71
ZNF692	108.66	105.37	102.99	86.71
PGBD2	21.73	21.88	23.52	21.68
TAS1R3	2.41	6.48	2.54	3.25
TAS1R3	2.41	6.48	2.54	3.25
TAS1R3	2.41	6.48	2.54	3.25
TAS1R3	2.41	6.48	2.54	3.25
AURKAIP1	517.52	542.23	468.55	407.55
AURKAIP1	517.52	542.23	468.55	407.55
AURKAIP1	517.52	542.23	468.55	407.55
AURKAIP1	517.52	542.23	468.55	407.55
AURKAIP1	517.52	542.23	468.55	407.55
FAM72D	6.44	4.05	3.81	0
TUBB8	26.56	30.8	20.98	14.09
ZMYND11	57.95	65.65	85.19	132.24
MIR5699	454.74	362.3	654.83	514.86
MIR5699	454.74	362.3	654.83	514.86
MIR5699	454.74	362.3	654.83	514.86
MIR5699	454.74	362.3	654.83	514.86
LARP4B	321.14	288.54	591.89	428.15
LARP4B	321.14	288.54	591.89	428.15
GTPBP4	132.8	136.98	179.28	263.39
GTPBP4	132.8	136.98	179.28	263.39
IDI2	211.68	136.98	209.8	290.49
IDI1	217.31	135.36	211.71	292.66
IDI1	217.31	135.36	211.71	292.66
IDI1	217.31	135.36	211.71	292.66
WDR37	183.51	182.36	232.05	260.14
WDR37	183.51	182.36	232.05	260.14
WDR37	183.51	182.36	232.05	260.14
LINC00200	0	0	0	1.08
ADARB2-AS1	13.68	8.92	19.71	22.76
ADARB2-AS1	13.68	8.92	19.71	22.76
ADARB2-AS1	13.68	8.92	19.71	22.76
LINC00700	0	0	0	0
PFKP	962.61	815.37	850.01	1173.89
PITRM1-AS1	542.47	585.19	654.2	808.6
PITRM1-AS1	542.47	585.19	654.2	808.6
PITRM1-AS1	542.47	585.19	654.2	808.6
PITRM1-AS1	542.47	585.19	654.2	808.6
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
KLF6	461.99	477.39	268.29	434.65
LINC00705	0	0.81	0	1.08
LINC00705	0	0.81	0	1.08
LINC00705	0	0.81	0	1.08
LINC00705	0	0.81	0	1.08
AKR1E2	21.73	14.59	19.07	8.67
AKR1C6P	0.8	1.62	6.99	0
AKR1C2	162.58	214.79	243.5	30.35
AKR1C2	162.58	214.79	243.5	30.35
AKR1C3	65.19	89.97	104.9	13.01
AKR1CL1	0	0.81	0	0
AKR1CL1	0	0.81	0	0
AKR1C4	8.05	12.97	12.08	2.17
UCN3	0.8	0	1.27	1.08
TUBAL3	0.8	0	1.91	0
NET1	92.56	133.73	96.64	203.78
CALML5	0	0	0	0
CALML3	10.46	13.78	12.08	8.67
CALML3	10.46	13.78	12.08	8.67
ASB13	266.41	300.7	322.97	130.07
FAM208B	19.32	21.88	107.44	70.45
GDI2	886.15	1104.72	912.31	1151.12
FBXO18	74.85	74.57	61.67	45.52
FBXO18	53.93	56.74	45.14	29.27
FBXO18	710.69	884.27	705.69	652.52
IL15RA	171.43	290.16	170.38	31.43
IL2RA	4.83	2.43	1.91	1.08
RBM17	221.34	269.9	201.54	243.88
PFKFB3	580.3	658.13	462.83	578.81
PFKFB3	580.3	658.13	462.83	578.81
PRKCQ	4.02	1.62	12.08	2.17
PRKCQ	4.02	1.62	12.08	2.17
PRKCQ-AS1	1.61	6.48	2.54	0
LINC00707	12.07	4.05	8.26	4.34
SFMBT2	8.05	11.35	20.34	6.5
ITIH5	556.96	1176.86	854.46	944.09
ITIH2	2.41	2.43	3.18	3.25
KIN	28.17	33.23	36.24	53.11
KIN	28.17	33.23	36.24	53.11
ATP5C1	520.74	603.02	565.83	520.28
TAF3	104.63	102.12	129.69	99.72
GATA3-AS1	0	0	3.18	0
GATA3-AS1	0	0	3.18	0
GATA3	2.41	5.67	27.34	5.42
GATA3	2.41	5.67	27.34	5.42
GATA3	2.41	5.67	27.34	5.42
SFTA1P	0	0.81	0.64	0
SFTA1P	0	0.81	0.64	0
LINC00710	0.8	0	2.54	1.08
LINC00710	0.8	0	2.54	1.08
LINC00710	0.8	0	2.54	1.08
CELF2	227.77	90.78	151.95	62.87
CELF2	226.16	89.16	143.68	61.78
CELF2	226.16	89.16	143.68	61.78
CELF2	226.16	89.16	143.68	61.78
USP6NL	50.71	47.82	94.73	59.62
ECHDC3	81.29	85.1	71.2	11.92
ECHDC3	81.29	85.1	71.2	11.92
PROSER2	86.12	81.86	110.62	109.48
PROSER2	86.12	81.86	110.62	109.48
UPF2	33.8	31.61	71.2	65.04
DHTKD1	105.44	99.69	104.26	82.38
SEC61A2	163.39	162.1	186.28	159.34
CDC123	240.65	226.94	242.86	189.69
CDC123	240.65	226.94	242.86	189.69
CDC123	240.65	226.94	242.86	189.69
NUDT5	189.95	235.05	201.54	254.72
MIR4480	49.9	60.79	81.38	87.8
LOC283070	16.9	28.37	23.52	61.78
CCDC3	4.02	4.86	4.45	9.76
CCDC3	4.02	4.86	4.45	9.76
OPTN	619.74	682.45	594.43	962.52
OPTN	619.74	682.45	594.43	962.52
OPTN	619.74	682.45	594.43	962.52
OPTN	619.74	682.45	594.43	962.52
OPTN	619.74	682.45	594.43	962.52
MCM10	18.51	22.69	17.8	7.59
UCMA	0.8	0.81	0.64	0
PHYH	189.95	149.94	183.73	143.08
SEPHS1	269.63	321.77	265.75	238.46
BEND7	45.07	47.82	27.34	49.86
BEND7	45.07	47.82	27.34	49.86
PRPF18	19.32	19.45	28.61	34.69
FRMD4A	336.43	359.87	273.38	170.18
FRMD4A	336.43	359.87	273.38	170.18
FRMD4A	336.43	359.87	273.38	170.18
FRMD4A	336.43	359.87	273.38	170.18
FAM107B	132.8	211.54	129.69	123.57
CDNF	5.63	6.48	11.44	6.5
HSPA14	84.51	94.02	102.36	135.49
SUV39H2	8.05	10.54	15.26	10.84
DCLRE1C	16.9	12.16	27.34	18.43
